"key","de"
"abgeleitete_variablen_start.t2_74"," "
"abgeleitete_variablen_start.t2_76"," "
"abgeleitete_variablen_start.t2_78"," "
"abgeleitete_variablen_start.t2_80"," "
"abgeleitete_variablen_start.t2_82"," "
"abgeleitete_variablen_start.t2_84"," "
"abgeleitete_variablen_start.t2_86"," "
"abgeleitete_variablen_start.t2_88"," "
"abgeleitete_variablen_start.t2_90"," "
"abgeleitete_variablen_start.t2_92"," "
"abgeleitete_variablen_start.t2_94"," "
"abgeleitete_variablen_start.t2_96"," "
"abgeleitete_variablen_start.t2_98"," "
"abgeleitete_variablen_start.t2_100"," "
"abgeleitete_variablen_start.t2_102"," "
"abgeleitete_variablen_start.t2_104"," "
"abgeleitete_variablen_start.t2_106"," "
"abgeleitete_variablen_start.t2_108"," "
"abgeleitete_variablen_start.t2_110"," "
"abgeleitete_variablen_start.t2_112"," "
"abgeleitete_variablen_start.t2_114"," "
"abgeleitete_variablen_start.t2_116"," "
"abgeleitete_variablen_start.t2_118"," "
"abgeleitete_variablen_start.t2_120"," "
"abgeleitete_variablen_start.t2_122"," "
"abgeleitete_variablen_start.t2_124"," "
"abgeleitete_variablen_start.t2_126"," "
"abgeleitete_variablen_start.t2_128"," "
"abgeleitete_variablen_start.t2_130"," "
"abgeleitete_variablen_start.t2_132"," "
"abgeleitete_variablen_start.t2_134"," "
"abgeleitete_variablen_start.t2_136"," "
"randomisierung_start.t1_0","#{layout.H4_START} Randomisierung #{layout.H4_END} "
"randomisierung_start.t2_0"," #{layout.BREAK}#{layout.BREAK} #{layout.P_START} #{layout.image('resources/images/serveimage.png','serveimage.png')} #{layout.BREAK} #{layout.SHOW_START}An dieser Seite wird noch gearbeitet…#{layout.SHOW_END} #{layout.BREAK}#{layout.BREAK} #{layout.P_END} "
"randomisierung_zufallsfunktion_spel.t1_0","#{layout.H4_START} Zufallsfunktion in SpEL #{layout.H4_END} "
"randomisierung_zufallsfunktion_spel.t2_0","#{layout.BREAK}#{layout.BREAK} #{layout.P_START} #{layout.image('resources/images/serveimage.png','serveimage.png')} #{layout.BREAK} #{layout.SHOW_START}An dieser Seite wird noch gearbeitet…#{layout.SHOW_END} #{layout.BREAK}#{layout.BREAK} #{layout.P_END} "
"antwortvalidierung_start.t1_0","#{layout.H4_START} Antwortvalidierung #{layout.H4_END} "
"antwortvalidierung_start.t2_0","#{layout.BREAK}#{layout.BREAK} #{layout.P_START} #{layout.image('resources/images/serveimage.png','serveimage.png')} #{layout.BREAK} #{layout.SHOW_START}An dieser Seite wird noch gearbeitet…#{layout.SHOW_END} #{layout.BREAK}#{layout.BREAK} #{layout.P_END} "
"navigation_start.t1_0","#{layout.H4_START} Navigation #{layout.H4_END} "
"navigation_start.t2_0"," #{layout.BREAK}#{layout.BREAK} #{layout.P_START} #{layout.image('resources/images/serveimage.png','serveimage.png')} #{layout.BREAK} #{layout.SHOW_START}An dieser Seite wird noch gearbeitet…#{layout.SHOW_END} #{layout.BREAK}#{layout.BREAK} #{layout.P_END} "
"anzeige_befragungslaenge_start.t1_0","#{layout.H4_START} Anzeige der Befragungslänge #{layout.H4_END} "
"anzeige_befragungslaenge_start.t2_0","#{layout.BREAK}#{layout.BREAK} #{layout.P_START} #{layout.image('resources/images/serveimage.png','serveimage.png')} #{layout.BREAK} #{layout.SHOW_START}An dieser Seite wird noch gearbeitet…#{layout.SHOW_END} #{layout.BREAK}#{layout.BREAK} #{layout.P_END} "
"anzeige_befragungslaenge_fortschrittsbalken.t1_0","#{layout.H4_START} Fortschrittsbalken #{layout.H4_END} "
"anzeige_befragungslaenge_fortschrittsbalken.t2_0","#{layout.BREAK}#{layout.BREAK} #{layout.P_START} #{layout.image('resources/images/serveimage.png','serveimage.png')} #{layout.BREAK} #{layout.SHOW_START}An dieser Seite wird noch gearbeitet…#{layout.SHOW_END} #{layout.BREAK}#{layout.BREAK} #{layout.P_END} "
"anzeige_befragungslaenge_kapitelueberschrift.t1_0","#{layout.H4_START} Kapitelüberschrift #{layout.H4_END} "
"anzeige_befragungslaenge_kapitelueberschrift.t2_0"," #{layout.BREAK}#{layout.BREAK} #{layout.P_START} #{layout.image('resources/images/serveimage.png','serveimage.png')} #{layout.BREAK} #{layout.SHOW_START}An dieser Seite wird noch gearbeitet…#{layout.SHOW_END} #{layout.BREAK}#{layout.BREAK} #{layout.P_END} "
"barrierefreiheit_start.t1_0","#{layout.H4_START} Barrierefreiheit #{layout.H4_END} "
"barrierefreiheit_start.t2_0","#{layout.BREAK}#{layout.BREAK} #{layout.P_START} #{layout.image('resources/images/serveimage.png','serveimage.png')} #{layout.BREAK} #{layout.SHOW_START}An dieser Seite wird noch gearbeitet…#{layout.SHOW_END} #{layout.BREAK}#{layout.BREAK} #{layout.P_END} "
"barrierefreiheit_internationalisierung.t1_0","#{layout.H4_START} Internationalisierung #{layout.H4_END} "
"barrierefreiheit_internationalisierung.t2_0","#{layout.BREAK}#{layout.BREAK} #{layout.P_START} #{layout.image('resources/images/serveimage.png','serveimage.png')} #{layout.BREAK} #{layout.SHOW_START}An dieser Seite wird noch gearbeitet…#{layout.SHOW_END} #{layout.BREAK}#{layout.BREAK} #{layout.P_END} "
"barrierefreiheit_mobilgeraete.t1_0","#{layout.H4_START} Mobile Endgeräte #{layout.H4_END} "
"barrierefreiheit_mobilgeraete.t2_0","#{layout.BREAK}#{layout.BREAK} #{layout.P_START} #{layout.image('resources/images/serveimage.png','serveimage.png')} #{layout.BREAK} #{layout.SHOW_START}An dieser Seite wird noch gearbeitet…#{layout.SHOW_END} #{layout.BREAK}#{layout.BREAK} #{layout.P_END} "
"barrierefreiheit_sehbehinderungen.t1_0","#{layout.H4_START} Sehbehinderungen #{layout.H4_END} "
"barrierefreiheit_sehbehinderungen.t2_0","#{layout.BREAK}#{layout.BREAK} #{layout.P_START} #{layout.image('resources/images/serveimage.png','serveimage.png')} #{layout.BREAK} #{layout.SHOW_START}An dieser Seite wird noch gearbeitet…#{layout.SHOW_END} #{layout.BREAK}#{layout.BREAK} #{layout.P_END} "
"barrierefreiheit_kognition.t1_0","#{layout.H4_START} Kognitive Einschränkungen #{layout.H4_END} "
"barrierefreiheit_kognition.t2_0","#{layout.BREAK}#{layout.BREAK} #{layout.P_START} #{layout.image('resources/images/serveimage.png','serveimage.png')} #{layout.BREAK} #{layout.SHOW_START}An dieser Seite wird noch gearbeitet…#{layout.SHOW_END} #{layout.BREAK}#{layout.BREAK} #{layout.P_END} "
"layout_start.t1_0","#{layout.H4_START} Layout #{layout.H4_END} "
"layout_start.t2_0","#{layout.BREAK}#{layout.BREAK} #{layout.P_START} #{layout.image('resources/images/serveimage.png','serveimage.png')} #{layout.BREAK} #{layout.SHOW_START}An dieser Seite wird noch gearbeitet…#{layout.SHOW_END} #{layout.BREAK}#{layout.BREAK} #{layout.P_END} "
"paradaten_start.t1_0","#{layout.H4_START} Paradaten #{layout.H4_END} "
"paradaten_start.t2_0","#{layout.BREAK}#{layout.BREAK} #{layout.P_START} #{layout.image('resources/images/serveimage.png','serveimage.png')} #{layout.BREAK} #{layout.SHOW_START}An dieser Seite wird noch gearbeitet…#{layout.SHOW_END} #{layout.BREAK}#{layout.BREAK} #{layout.P_END} "
"literaturverzeichnis_start.t1_0","#{layout.H4_START} Literaturverzeichnis #{layout.H4_END} "
"literaturverzeichnis_start.t2_0","#{layout.P_START} Christian, L. M.; Dillman, D. A. (2004): The Influence of Graphical and Symbolic Language Manipulations on Responses to Self-Administered Questions. In: Public Opinion Quarterly 68 (1), S. 57–80. #{layout.LINK_START} http://poq.oxfordjournals.org/content/68/1/57.full?sid=39db2d51-bfb5-433e-b948-c11be8bdafbc #{layout.LINK_CLOSE_HYPER} HIER#{layout.LINK_END} online verfügbar, zuletzt geprüft am 08.11.2016. #{layout.BREAK}#{layout.BREAK} Informationszentrum Sozialwissenschaften (Hg.) (2003): Online-Erhebungen. 5. Wissenschaftliche Tagung. Bonn. #{layout.LINK_START} http://www.ssoar.info/ssoar/handle/document/26119 #{layout.LINK_CLOSE_HYPER} HIER#{layout.LINK_END} online verfügbar, zuletzt geprüft am 08.11.2016. #{layout.BREAK}#{layout.BREAK} Krosnick, J. A. (1999): Survey Research. In: Annual Review of Psychology 50, S. 537–567. #{layout.LINK_START} http://www.annualreviews.org/doi/abs/10.1146/annurev.psych.50.1.537 #{layout.LINK_CLOSE_HYPER} HIER#{layout.LINK_END} online verfügbar, zuletzt geprüft am 08.11.2016. #{layout.BREAK}#{layout.BREAK} Krosnick, J. A. (1991): Response strategies for coping with the cognitive demands of attitude measures in surveys. In: Applied Cognitive Psychology 5 (3), S. 213–236. #{layout.LINK_START} http://onlinelibrary.wiley.com/doi/10.1002/acp.2350050305/abstract #{layout.LINK_CLOSE_HYPER} HIER#{layout.LINK_END} online verfügbar, zuletzt geprüft am 08.11.2016. #{layout.BREAK}#{layout.BREAK} Krosnick, J. A.; Alwin, D. F. (1987): An Evaluation of a Cognitive Theory of Response-Order Effects in Survey Measurement. In: Public Opinion Quarterly 51 (2), S. 201–219. #{layout.LINK_START} http://poq.oxfordjournals.org/content/51/2/201.abstract #{layout.LINK_CLOSE_HYPER} HIER#{layout.LINK_END} online verfügbar, zuletzt geprüft am 08.11.2016. #{layout.BREAK}#{layout.BREAK} Lehmann, G. (2001): Das Interview. Erheben von Fakten und Meinungen im Unternehmen. Renningen-Malmsheim: expert-Verlag (Forum EIPOS, 6). #{layout.BREAK}#{layout.BREAK} Menold, N.; Kaczmirek, L.; Lenzner, T.; Neusar, A. (2014): How Do Respondents Attend to Verbal Labels in Rating Scales? In: Field Methods 26 (1), S. 21–39. #{layout.LINK_START} http://fmx.sagepub.com/content/26/1/21.full.pdf #{layout.LINK_CLOSE_HYPER} HIER#{layout.LINK_END} online verfügbar, zuletzt geprüft am 08.11.2016. #{layout.BREAK}#{layout.BREAK} Moors, G.; Kieruj, N. D.; Vermunt, J. K. (2014): The Effect of Labeling and Numbering of Response Scales on the Likelihood of Response Bias. In: Sociological Methodology 44 (1), S. 369–399. #{layout.LINK_START} http://smx.sagepub.com/content/44/1/369 #{layout.LINK_CLOSE_HYPER} HIER#{layout.LINK_END} online verfügbar, zuletzt geprüft am 08.11.2016. #{layout.BREAK}#{layout.BREAK} Nielsen, J. (2004): Checkboxes vs. Radio Buttons. #{layout.LINK_START} https://www.nngroup.com/articles/checkboxes-vs-radio-buttons/ #{layout.LINK_CLOSE_HYPER} HIER#{layout.LINK_END} online verfügbar, zuletzt geprüft am 08.11.2016. #{layout.BREAK}#{layout.BREAK} Pannewitz, J. (2002): World Wide Web-gestützte Befragungen in der empirischen Sozialforschung: Ein Erfahrungsbericht (WZB Discussion Paper, No. FSI 02-105). #{layout.LINK_START} https://www.econstor.eu/bitstream/10419/44058/1/363105271.pdf #{layout.LINK_CLOSE_HYPER} HIER#{layout.LINK_END} online verfügbar, zuletzt geprüft am 08.11.2016. #{layout.BREAK}#{layout.BREAK} Porst, R. (2008): Fragebogen. Ein Arbeitsbuch. Wiesbaden: VS Verlag für Sozialwissenschaften (Studienskripten zur Soziologie). #{layout.BREAK}#{layout.BREAK} Reinboth, C. (2005): Möglichkeiten und Grenzen von Online-Befragungen unter besonderer Berücksichtigung der Daten- und Stichprobenqualität. Diplomarbeit. #{layout.BREAK}#{layout.BREAK} Schnell, R.; Hill, P. B.; Esser, E.: Methoden der empirischen Sozialforschung. München, Wien: Oldenbourg Verlag. #{layout.BREAK}#{layout.BREAK} Smyth, J. D.; Dillman, D. A.; Christian, L. M.; Stern, M. J. (2006): Comparing Check-All and Forced-Choice Question Formats in Web Surveys. In: Public Opinion Quarterly 70 (1), S. 66–77. #{layout.LINK_START} http://poq.oxfordjournals.org/content/70/1/66.full #{layout.LINK_CLOSE_HYPER} HIER#{layout.LINK_END} online verfügbar, zuletzt geprüft am 08.11.2016. #{layout.BREAK}#{layout.BREAK} Smyth, J. D.; Dillman, D. A.; Christian, L. M.; Stern, M. J. (2004): How Visual Grouping Influences Answers to Internet Surveys. American Association for Public Opinion Research. #{layout.LINK_START} http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.536.3175#{layout.KaufUND}rep=rep1#{layout.KaufUND}type=pdf #{layout.LINK_CLOSE_HYPER} HIER#{layout.LINK_END} online verfügbar, zuletzt geprüft am 08.11.2016. #{layout.BREAK}#{layout.BREAK} Theobald, A. (2000): Das World Wide Web als Befragungsinstrument. Wiesbaden: Deutscher Universitäts-Verlag (Gabler Edition Wissenschaft: Interaktives Marketing). #{layout.BREAK}#{layout.BREAK} Tourangeau, R. (2004): Spacing, Position, and Order: Interpretive Heuristics for Visual Features of Survey Questions. In: Public Opinion Quarterly 68 (3), S. 368–393. #{layout.LINK_START} http://poq.oxfordjournals.org/content/68/3/368.abstract #{layout.LINK_CLOSE_HYPER} HIER#{layout.LINK_END} online verfügbar, zuletzt geprüft am 08.11.2016. #{layout.BREAK}#{layout.BREAK} Welker, M.; Wenzel, O. (2007): Online-Forschung 2007. Grundlagen und Fallstudien. Köln: Herbert von Halem Verlag (Neue Schriften zur Online-Forschung, 1). #{layout.BREAK}#{layout.BREAK} Young, S. (1998): Measuring and improving Web site design - case histories and insights. Perception Research Services. #{layout.BREAK}#{layout.BREAK} "
